no;id;nearc2;nearc4;educ;age;fatheduc;motheduc;weight;momdad14;sinmom14;step14;reg661;reg662;reg663;reg664;reg665;reg666;reg667;reg668;reg669;south66;black;smsa;south;smsa66;wage;enroll;KWW;IQ;married;libcrd14;exper;lwage;expersq;region
2462;4275;1;0;18;24;15;12;425871;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;350;0;31;107;1;1;0;5.857933044;0;666
2463;4276;1;0;14;28;5;9;78509;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;769;0;34;81;1;1;8;6.645091057;64;666
2464;4278;1;0;12;26;0;6;78509;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;650;0;26;85;1;1;8;6.47697258;64;666
2465;4279;1;0;9;30;NA;4;139895;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;751;0;34;72;1;0;15;6.621405602;225;666
2466;4280;1;0;10;27;NA;4;107087;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;356;0;23;NA;1;0;11;5.874930859;121;666
2467;4281;1;0;9;24;NA;4;104102;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;250;0;14;NA;1;0;9;5.52146101;81;666
2468;4282;1;0;12;28;7;6;107087;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;401;0;35;86;6;1;10;5.993961334;100;666
2469;4283;1;0;11;25;7;6;104102;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;425;0;38;NA;1;1;8;6.052089214;64;666
2470;4284;1;0;9;25;7;6;104102;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;287;0;26;NA;1;1;10;5.659482002;100;666
2471;4285;1;0;13;26;6;12;78509;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;309;1;18;NA;1;1;7;5.733341217;49;666
2472;4286;1;0;14;24;6;12;76585;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;578;0;21;NA;1;0;4;6.359573841;16;666
2473;4288;1;0;16;30;7;8;118905;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;438;0;29;NA;1;0;8;6.082219124;64;666
2474;4289;1;0;12;31;8;12;572299;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;450;0;38;68;1;0;13;6.109247684;169;666
2475;4290;1;0;17;28;NA;15;438085;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;173;1;36;115;1;1;5;5.153291702;25;666
2476;4294;1;0;16;27;8;9;78509;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;529;1;19;NA;1;0;5;6.270988464;25;666
2477;4295;1;0;12;30;8;NA;118905;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;482;0;27;NA;5;0;12;6.177944183;144;666
2478;4296;1;0;12;27;8;NA;78509;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;833;0;18;NA;1;0;9;6.72503376;81;666
2479;4297;1;0;12;34;NA;6;112480;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;260;0;22;95;6;0;16;5.56068182;256;666
2480;4298;1;0;12;25;NA;3;75607;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;279;0;22;NA;6;1;7;5.631211758;49;666
2481;4301;1;0;13;25;NA;NA;75607;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;350;0;29;NA;1;1;6;5.857933044;36;666
2482;4302;1;0;11;24;5;11;82135;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;145;0;20;NA;1;1;7;4.976733685;49;666
2483;4304;1;0;10;27;NA;12;81081;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;230;0;26;NA;1;1;11;5.438079357;121;666
2484;4305;1;0;15;24;NA;12;79093;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;450;0;14;NA;5;1;3;6.109247684;9;666
2485;4307;1;0;16;25;12;12;89271;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;385;0;31;87;6;1;3;5.953243256;9;666
2486;4308;1;0;17;34;13;12;103511;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;817;0;42;116;1;1;11;6.705638885;121;666
2487;4309;1;0;16;30;13;12;119965;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;962;0;37;95;1;1;8;6.869014263;64;666
2488;4310;1;0;13;28;14;12;91831;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;408;0;32;94;1;1;9;6.011267185;81;666
2489;4311;1;0;16;25;14;12;89271;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;526;0;29;NA;6;1;3;6.265301228;9;666
2490;4312;1;0;13;24;14;10;89271;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;578;0;35;NA;1;1;5;6.359573841;25;666
2491;4313;1;0;14;28;6;10;91831;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;620;0;45;96;1;1;8;6.429719448;64;666
2492;4317;0;1;12;25;7;12;104102;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;230;0;29;99;6;1;7;5.438079357;49;667
2493;4318;0;1;11;30;2;5;118905;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;580;0;33;NA;1;1;13;6.363028049;169;667
2494;4319;0;1;18;32;6;12;470506;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1155;0;45;106;6;1;8;7.051855564;64;667
2495;4320;0;1;12;28;NA;NA;92784;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;380;0;24;NA;1;0;10;5.940171242;100;667
2496;4322;0;1;16;27;10;12;78509;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;616;0;26;NA;6;1;5;6.423246861;25;667
2497;4324;0;1;12;28;10;8;78509;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;450;0;28;NA;1;0;10;6.109247684;100;667
2498;4325;0;1;12;25;10;8;76585;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;425;0;30;NA;1;0;7;6.052089214;49;667
2499;4326;0;1;12;28;8;2;92784;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;500;0;36;85;1;0;10;6.214608192;100;667
2500;4328;0;1;12;25;12;12;425871;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;713;0;16;NA;1;1;7;6.569481373;49;667
2501;4329;0;1;12;25;4;12;425871;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;750;0;32;100;1;1;7;6.620073318;49;667
2502;4330;0;1;15;24;4;12;425871;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;323;1;37;92;1;1;3;5.777652264;9;667
2503;4333;0;1;13;28;8;12;417415;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1038;0;38;101;1;0;9;6.945051193;81;667
2504;4334;0;1;16;25;16;15;365200;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;491;0;30;104;1;1;3;6.196444035;9;667
2505;4335;0;1;13;29;10;12;490767;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;525;0;37;88;6;1;10;6.26339817;100;667
2506;4337;0;1;11;29;5;5;118905;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;388;0;26;NA;1;1;12;5.961005211;144;667
2507;4338;0;1;10;26;12;2;78509;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;460;0;21;NA;1;1;10;6.13122654;100;667
2508;4342;0;1;15;24;5;8;76585;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;400;0;22;NA;6;0;3;5.991464615;9;667
2509;4343;0;1;15;27;9;16;78509;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;737;0;31;97;1;1;6;6.6025877;36;667
2510;4345;0;1;14;26;6;10;78509;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;599;0;34;83;5;1;6;6.395261765;36;667
2511;4351;0;0;18;33;18;18;127041;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1131;0;43;71;4;1;9;7.030857563;81;665
2512;4355;0;1;14;25;NA;NA;76585;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;601;0;30;100;6;1;5;6.398594856;25;665
2513;4356;0;1;10;26;NA;11;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;298;0;22;NA;6;0;10;5.697093487;100;665
2514;4357;0;1;12;27;NA;NA;78509;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;235;0;39;96;6;1;9;5.459585667;81;665
2515;4358;0;1;13;25;NA;NA;76585;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;220;1;20;113;1;1;6;5.393627644;36;665
2516;4359;0;1;8;26;NA;11;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;697;0;26;NA;1;0;12;6.546785355;144;665
2517;4360;0;1;9;24;NA;11;76585;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;542;0;20;NA;6;0;9;6.295266151;81;665
2518;4361;0;1;12;25;NA;8;76585;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;250;0;29;NA;6;1;7;5.52146101;49;665
2519;4364;0;1;16;26;12;12;438085;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;400;0;39;117;4;0;4;5.991464615;16;665
2520;4365;0;1;15;31;NA;NA;572299;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;423;1;39;101;6;0;10;6.047372341;100;665
2521;4368;0;1;12;25;6;5;104102;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;290;0;NA;65;6;1;7;5.669880867;49;665
2522;4370;0;1;10;33;NA;10;112480;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;247;0;32;NA;6;0;17;5.509388447;289;665
2523;4372;0;1;13;26;NA;10;78509;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;380;1;33;87;1;0;7;5.940171242;49;665
2524;4373;0;1;12;24;12;9;365200;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;656;0;37;116;1;0;6;6.486160755;36;665
2525;4374;0;1;12;32;9;12;363128;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;711;0;42;106;1;1;14;6.566672325;196;665
2526;4375;0;1;14;29;8;12;490767;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;481;0;35;93;6;1;9;6.175867081;81;665
2527;4376;0;1;16;25;8;12;365200;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;641;0;35;112;1;1;3;6.463029385;9;665
2528;4377;0;1;12;32;12;14;403476;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;596;0;45;98;5;1;14;6.390240669;196;665
2529;4378;0;1;7;31;NA;NA;545297;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;578;0;35;NA;1;0;18;6.359573841;324;665
2530;4380;1;0;16;30;NA;12;572299;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;678;1;37;NA;1;1;8;6.519147396;64;667
2531;4383;1;0;16;32;11;14;470506;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1538;0;37;103;1;1;10;7.338238239;100;667
2532;4384;1;0;12;33;9;12;470506;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;860;0;36;103;1;0;15;6.756932259;225;667
2533;4385;1;0;18;32;12;16;423456;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;534;0;49;NA;6;1;8;6.280395985;64;667
2534;4386;1;0;12;27;12;12;438085;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;308;0;34;91;1;0;9;5.730099678;81;667
2535;4387;1;0;14;29;12;NA;635888;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;600;0;41;118;1;1;9;6.396929741;81;667
2536;4388;1;0;8;31;NA;NA;572299;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;625;0;20;NA;1;0;17;6.43775177;289;666
2537;4392;1;0;13;29;10;10;139895;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;540;0;28;87;1;0;10;6.291569233;100;666
2538;4396;1;0;13;27;12;10;107087;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;344;0;22;100;1;0;8;5.840641499;64;666
2539;4397;1;0;12;25;12;10;104102;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;500;0;39;96;1;1;7;6.214608192;49;666
2540;4398;1;0;11;26;6;9;81081;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;320;1;16;NA;1;0;9;5.768321037;81;666
2541;4400;1;0;18;27;4;10;81081;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;378;0;29;62;1;0;3;5.934894085;9;666
2542;4401;1;0;15;25;4;10;79093;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;188;1;14;60;6;0;4;5.236442089;16;666
2543;4404;1;0;9;33;4;10;111044;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;168;0;19;NA;5;0;18;5.123963833;324;666
2544;4405;1;0;2;25;6;NA;75607;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;250;0;12;NA;6;0;17;5.52146101;289;666
2545;4406;1;0;3;24;6;5;75607;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;190;0;8;NA;6;0;15;5.247024059;225;666
2546;4407;1;0;12;28;8;8;92784;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1000;0;31;83;1;0;10;6.907755375;100;669
2547;4408;1;0;12;24;NA;NA;75607;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;564;0;20;100;6;0;6;6.335054398;36;666
2548;4409;1;0;9;24;NA;7;75607;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;624;0;17;NA;1;0;9;6.436150551;81;666
2549;4410;1;0;12;24;NA;NA;75607;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;714;0;26;NA;1;0;6;6.570882797;36;666
2550;4411;1;0;12;24;12;10;82135;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;538;0;40;123;1;0;6;6.287858486;36;666
2551;4413;1;0;13;26;9;8;317074;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;355;0;22;67;1;0;7;5.872117996;49;666
2552;4414;1;0;12;24;NA;12;309300;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;240;0;28;NA;6;0;6;5.480638981;36;666
2553;4417;1;0;12;24;9;12;365200;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;418;0;22;NA;1;0;6;6.035481453;36;666
2554;4418;0;1;13;27;14;13;438085;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1026;0;42;104;1;1;8;6.933423042;64;665
2555;4419;0;1;17;32;12;14;423456;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;295;0;34;106;6;1;9;5.686975479;81;665
2556;4421;0;1;12;26;NA;6;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;550;1;24;85;1;1;8;6.309918404;64;665
2557;4422;0;1;12;27;NA;8;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;538;0;27;81;1;1;9;6.287858486;81;665
2558;4424;0;1;5;30;2;3;139895;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;350;0;37;NA;1;0;19;5.857933044;361;665
2559;4425;0;1;12;27;8;12;438085;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;711;0;37;109;1;1;9;6.566672325;81;665
2560;4428;0;1;12;29;4;4;118905;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;229;0;20;76;1;0;11;5.433722019;121;665
2561;4429;0;1;12;27;4;3;78509;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;220;0;31;73;1;0;9;5.393627644;81;665
2562;4431;0;1;12;29;8;2;118905;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;310;0;26;62;1;0;11;5.736572266;121;665
2563;4433;0;1;12;24;10;NA;76585;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;320;0;28;76;1;1;6;5.768321037;36;665
2564;4434;0;1;12;27;10;9;78509;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;303;0;26;76;1;1;9;5.713732719;81;665
2565;4437;0;1;13;26;5;12;375674;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;450;1;36;104;1;1;7;6.109247684;49;665
2566;4438;0;1;12;29;9;11;540475;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;753;0;29;NA;1;0;11;6.624065399;121;665
2567;4440;0;1;12;26;4;11;345645;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;438;0;35;103;1;0;8;6.082219124;64;665
2568;4442;0;1;11;28;1;7;331693;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;325;0;27;NA;1;0;11;5.783825397;121;665
2569;4444;0;1;16;32;NA;12;363128;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;846;0;44;106;1;0;10;6.740519524;100;665
2570;4445;0;1;14;26;12;14;375674;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;313;0;49;112;1;1;6;5.746203423;36;665
2571;4446;0;1;13;34;7;12;81669;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;479;0;38;NA;1;1;15;6.171700478;225;665
2572;4448;0;1;12;31;10;9;110376;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;429;0;24;94;6;1;13;6.061457157;169;665
2573;4449;0;1;14;29;11;9;110376;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;490;1;25;83;1;1;9;6.194405556;81;665
2574;4450;0;1;12;24;11;9;82135;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;361;0;34;NA;6;1;6;5.888877869;36;665
2575;4451;0;1;14;33;0;2;104904;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;400;1;40;91;1;0;13;5.991464615;169;665
2576;4454;0;1;12;24;7;8;309300;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;423;0;30;NA;1;0;6;6.047372341;36;665
2577;4458;0;1;12;27;5;5;81081;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;311;0;12;NA;6;0;9;5.739792824;81;665
2578;4459;0;1;11;27;3;7;81081;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;271;0;12;NA;6;0;10;5.602118969;100;665
2579;4461;0;1;18;26;12;12;81081;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;385;0;33;NA;6;0;2;5.953243256;4;665
2580;4462;0;1;16;24;12;12;79093;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;529;1;18;NA;1;0;2;6.270988464;4;665
2581;4464;0;1;11;31;6;10;119965;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;700;0;29;81;1;1;14;6.551080227;196;665
2582;4467;0;1;10;32;6;5;88765;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;381;0;15;87;1;1;16;5.942799568;256;665
2583;4470;0;1;12;28;12;12;84491;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;465;0;36;118;1;1;10;6.142037392;100;665
2584;4471;0;1;10;34;8;8;88765;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;400;0;37;NA;1;0;18;5.991464615;324;665
2585;4473;0;1;10;33;9;8;88765;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;455;0;38;NA;6;1;17;6.120297432;289;665
2586;4476;0;0;12;24;NA;4;90509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;260;0;20;NA;1;0;6;5.56068182;36;665
2587;4477;0;0;13;28;0;7;78509;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;705;0;26;NA;1;0;9;6.558197975;81;665
2588;4482;0;0;13;30;NA;NA;635888;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;417;0;45;74;1;1;11;6.0330863;121;665
2589;4486;0;0;11;27;NA;13;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;250;0;14;NA;6;0;10;5.52146101;100;665
2590;4488;0;0;12;24;NA;2;76585;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;460;0;28;NA;1;0;6;6.13122654;36;665
2591;4489;0;0;8;26;NA;NA;78509;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;325;0;19;NA;1;0;12;5.783825397;144;665
2592;4490;0;0;9;25;NA;NA;76585;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;275;0;15;NA;2;0;10;5.616771221;100;665
2593;4491;0;0;12;26;7;NA;321175;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;325;0;18;NA;1;1;8;5.783825397;64;665
2594;4492;0;0;15;25;NA;8;313301;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;300;1;20;NA;1;0;4;5.703782558;16;665
2595;4493;0;0;8;31;NA;8;540475;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;250;0;17;NA;6;0;17;5.52146101;289;665
2596;4495;0;0;12;28;9;10;417415;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;288;0;39;NA;1;1;10;5.662960529;100;665
2597;4497;0;0;13;28;3;8;92784;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;550;1;16;85;1;0;9;6.309918404;81;665
2598;4500;0;0;12;33;12;12;81669;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;429;1;38;NA;1;1;15;6.061457157;225;665
2599;4501;0;0;8;30;NA;NA;122798;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;375;0;23;NA;1;0;16;5.926926136;256;665
2600;4503;0;0;9;30;5;4;110376;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;577;0;26;NA;1;0;15;6.357842445;225;665
2601;4504;0;0;13;25;5;NA;82135;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;531;0;25;96;6;0;6;6.274762154;36;665
2602;4505;0;0;12;24;4;NA;82135;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;250;1;22;NA;6;0;6;5.52146101;36;665
2603;4506;0;0;12;27;NA;8;84491;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;440;0;27;73;1;1;9;6.086774826;81;665
2604;4507;0;0;12;26;NA;6;84491;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;457;0;27;75;1;0;8;6.12468338;64;665
2605;4508;0;0;12;27;5;5;84491;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;438;0;34;95;1;1;9;6.082219124;81;665
2606;4511;0;0;12;27;NA;5;317074;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;550;0;42;102;4;1;9;6.309918404;81;666
2607;4512;0;0;16;25;12;16;365200;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;650;0;31;107;1;1;3;6.47697258;9;666
2608;4514;0;0;11;26;7;3;438085;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;423;0;19;86;1;0;9;6.047372341;81;666
2609;4516;0;0;13;27;18;8;438085;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;420;0;41;104;1;1;8;6.040254593;64;666
2610;4517;0;0;14;25;18;8;425871;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;200;1;43;106;6;1;5;5.298317432;25;666
2611;4518;0;0;8;26;3;10;438085;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;400;0;24;NA;1;0;12;5.991464615;144;666
2612;4519;0;0;9;24;5;NA;425871;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;300;0;16;NA;1;0;9;5.703782558;81;666
2613;4520;0;0;12;30;5;7;451538;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;714;0;21;95;1;0;12;6.570882797;144;666
2614;4521;0;0;12;25;12;8;336009;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;398;0;37;116;1;0;7;5.986452103;49;666
2615;4522;0;0;9;29;6;8;490767;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;398;0;20;66;1;0;14;5.986452103;196;666
2616;4523;0;0;16;28;5;0;375674;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;734;0;38;101;1;1;6;6.598508835;36;666
2617;4525;0;0;12;25;12;12;336009;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;688;0;23;96;1;0;7;6.533788681;49;666
2618;4530;0;0;6;28;3;11;107087;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;212;0;NA;NA;6;1;16;5.356586456;256;665
2619;4531;0;0;12;31;NA;9;165331;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;455;0;41;104;1;0;13;6.120297432;169;665
2620;4534;0;0;15;24;17;12;425871;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;350;0;32;NA;6;1;3;5.857933044;9;665
2621;4535;0;0;16;28;NA;16;438085;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;577;0;39;138;6;1;6;6.357842445;36;665
2622;4538;0;0;16;31;10;14;572299;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;699;0;34;105;1;0;9;6.549650669;81;665
2623;4539;0;0;16;27;14;12;438085;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;375;0;44;106;6;1;5;5.926926136;25;665
2624;4540;0;0;13;24;14;12;425871;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;375;0;33;NA;1;1;5;5.926926136;25;665
2625;4541;0;0;12;33;10;9;470506;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;364;0;40;NA;1;1;15;5.897153854;225;665
2626;4543;0;0;12;29;11;4;118905;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;0;220;0;22;67;5;0;11;5.393627644;121;665
2627;4548;0;0;16;31;0;0;118905;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;621;0;27;NA;1;0;9;6.431331158;81;665
2628;4551;0;0;11;31;NA;NA;140524;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;375;0;31;NA;5;0;14;5.926926136;196;665
2629;4552;0;0;16;26;12;10;77507;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;341;0;24;97;6;0;4;5.831882477;16;665
2630;4553;0;0;16;24;12;10;75607;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;380;0;16;NA;1;0;2;5.940171242;4;665
2631;4554;0;0;11;32;NA;NA;470506;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;260;0;37;NA;1;0;15;5.56068182;225;665
2632;4557;0;0;8;30;NA;NA;117386;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;489;0;30;NA;1;0;16;6.192362309;256;667
2633;4558;0;0;11;26;8;9;317074;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;433;0;18;NA;1;0;9;6.070737839;81;667
2634;4560;0;0;11;27;8;NA;317074;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;365;0;19;NA;1;0;10;5.899897575;100;667
